Date,Category,Amount,Type,UserType,TotalBudget
21-03-2023,Travel,856.49,Expense,young_professional,8000
05-03-2023,Travel,793.47,Expense,young_professional,8000
13-03-2023,Travel,446.68,Expense,young_professional,8000
25-03-2023,Health & Fitness,270.09,Expense,young_professional,8000
20-03-2023,Health & Fitness,162.02,Expense,young_professional,8000
18-03-2023,Health & Fitness,258.15,Expense,young_professional,8000
24-03-2023,Health & Fitness,148.46,Expense,young_professional,8000
02-03-2023,Health & Fitness,245.51,Expense,young_professional,8000
21-03-2023,Utilities,527.89,Expense,young_professional,8000
01-03-2023,Utilities,550.42,Expense,young_professional,8000
08-03-2023,Utilities,651.59,Expense,young_professional,8000
10-03-2023,Utilities,350.2,Expense,young_professional,8000
18-03-2023,Personal Care,152.45,Expense,young_professional,8000
14-03-2023,Personal Care,302.92,Expense,young_professional,8000
14-03-2023,Personal Care,189.98,Expense,young_professional,8000
02-03-2023,Rent,1559.63,Expense,young_professional,8000
09-03-2023,Rent,1828.74,Expense,young_professional,8000
22-04-2023,Food & Drink,630.42,Expense,young_professional,8000
15-04-2023,Food & Drink,734.16,Expense,young_professional,8000
27-04-2023,Food & Drink,851.39,Expense,young_professional,8000
04-04-2023,Food & Drink,621.82,Expense,young_professional,8000
18-04-2023,Entertainment,276.91,Expense,young_professional,8000
10-04-2023,Entertainment,430.33,Expense,young_professional,8000
05-04-2023,Entertainment,334.85,Expense,young_professional,8000
23-04-2023,Entertainment,238.13,Expense,young_professional,8000
19-04-2023,Travel,409.36,Expense,young_professional,8000
19-04-2023,Travel,384.62,Expense,young_professional,8000
01-04-2023,Travel,316.63,Expense,young_professional,8000
01-04-2023,Travel,505.54,Expense,young_professional,8000
21-04-2023,Travel,435.93,Expense,young_professional,8000
26-04-2023,Health & Fitness,463.06,Expense,young_professional,8000
19-04-2023,Health & Fitness,416.94,Expense,young_professional,8000
01-04-2023,Health & Fitness,442.18,Expense,young_professional,8000
27-04-2023,Health & Fitness,313.65,Expense,young_professional,8000
21-04-2023,Utilities,492.58,Expense,young_professional,8000
18-04-2023,Utilities,838.79,Expense,young_professional,8000
17-04-2023,Utilities,453.26,Expense,young_professional,8000
25-04-2023,Personal Care,174.38,Expense,young_professional,8000
28-04-2023,Personal Care,183.12,Expense,young_professional,8000
07-04-2023,Personal Care,91.16,Expense,young_professional,8000
21-04-2023,Personal Care,150.83,Expense,young_professional,8000
15-04-2023,Personal Care,91.82,Expense,young_professional,8000
03-04-2023,Rent,603.57,Expense,young_professional,8000
11-04-2023,Rent,750.23,Expense,young_professional,8000
27-04-2023,Rent,441.56,Expense,young_professional,8000
27-04-2023,Rent,710.85,Expense,young_professional,8000
02-04-2023,Rent,749.14,Expense,young_professional,8000
12-05-2023,Food & Drink,932.21,Expense,young_professional,8000
26-05-2023,Food & Drink,977.85,Expense,young_professional,8000
17-05-2023,Food & Drink,775.49,Expense,young_professional,8000
12-05-2023,Entertainment,847.75,Expense,young_professional,8000
07-05-2023,Entertainment,946.69,Expense,young_professional,8000
23-05-2023,Travel,354.85,Expense,young_professional,8000
17-05-2023,Travel,382.3,Expense,young_professional,8000
09-05-2023,Travel,581.75,Expense,young_professional,8000
09-05-2023,Travel,351.68,Expense,young_professional,8000
01-05-2023,Health & Fitness,343.11,Expense,young_professional,8000
20-05-2023,Health & Fitness,535.62,Expense,young_professional,8000
08-05-2023,Health & Fitness,308.91,Expense,young_professional,8000
01-05-2023,Utilities,594.14,Expense,young_professional,8000
02-05-2023,Utilities,706.29,Expense,young_professional,8000
19-05-2023,Personal Care,391.35,Expense,young_professional,8000
23-05-2023,Personal Care,384.98,Expense,young_professional,8000
10-05-2023,Rent,1153.77,Expense,young_professional,8000
19-05-2023,Rent,980.2,Expense,young_professional,8000
21-05-2023,Rent,1154.9,Expense,young_professional,8000
13-06-2023,Food & Drink,714.38,Expense,young_professional,8000
01-06-2023,Food & Drink,594.42,Expense,young_professional,8000
25-06-2023,Food & Drink,441.7,Expense,young_professional,8000
13-06-2023,Food & Drink,616.83,Expense,young_professional,8000
10-06-2023,Food & Drink,633.75,Expense,young_professional,8000
14-06-2023,Entertainment,726.52,Expense,young_professional,8000
11-06-2023,Entertainment,719.42,Expense,young_professional,8000
23-06-2023,Entertainment,577.83,Expense,young_professional,8000
12-06-2023,Travel,666.88,Expense,young_professional,8000
18-06-2023,Travel,1002.76,Expense,young_professional,8000
23-06-2023,Travel,750.54,Expense,young_professional,8000
07-06-2023,Travel,675.81,Expense,young_professional,8000
14-06-2023,Health & Fitness,262.89,Expense,young_professional,8000
23-06-2023,Health & Fitness,201.7,Expense,young_professional,8000
27-06-2023,Health & Fitness,234.46,Expense,young_professional,8000
25-06-2023,Health & Fitness,233.79,Expense,young_professional,8000
11-06-2023,Health & Fitness,228.77,Expense,young_professional,8000
27-06-2023,Utilities,305.73,Expense,young_professional,8000
02-06-2023,Utilities,513.95,Expense,young_professional,8000
15-06-2023,Utilities,283.2,Expense,young_professional,8000
12-06-2023,Utilities,296.1,Expense,young_professional,8000
20-06-2023,Utilities,274.43,Expense,young_professional,8000
24-06-2023,Personal Care,143.45,Expense,young_professional,8000
08-06-2023,Personal Care,94.28,Expense,young_professional,8000
11-06-2023,Personal Care,123.06,Expense,young_professional,8000
18-06-2023,Personal Care,170.52,Expense,young_professional,8000
17-06-2023,Personal Care,140.34,Expense,young_professional,8000
03-06-2023,Rent,1097.44,Expense,young_professional,8000
23-06-2023,Rent,1149.95,Expense,young_professional,8000
06-06-2023,Rent,1503.76,Expense,young_professional,8000
14-07-2023,Food & Drink,909.81,Expense,young_professional,8000
05-07-2023,Food & Drink,559.42,Expense,young_professional,8000
22-07-2023,Food & Drink,537.22,Expense,young_professional,8000
03-07-2023,Food & Drink,490.49,Expense,young_professional,8000
18-07-2023,Entertainment,838.36,Expense,young_professional,8000
17-07-2023,Entertainment,986.31,Expense,young_professional,8000
02-07-2023,Travel,1077.99,Expense,young_professional,8000
02-07-2023,Travel,1611.72,Expense,young_professional,8000
09-07-2023,Health & Fitness,255.07,Expense,young_professional,8000
17-07-2023,Health & Fitness,249.19,Expense,young_professional,8000
13-07-2023,Health & Fitness,227.25,Expense,young_professional,8000
14-07-2023,Health & Fitness,167.88,Expense,young_professional,8000
06-07-2023,Health & Fitness,265.48,Expense,young_professional,8000
25-07-2023,Utilities,693.35,Expense,young_professional,8000
13-07-2023,Utilities,607.81,Expense,young_professional,8000
19-07-2023,Utilities,337.81,Expense,young_professional,8000
18-07-2023,Utilities,695.42,Expense,young_professional,8000
15-07-2023,Personal Care,186.6,Expense,young_professional,8000
04-07-2023,Personal Care,227.84,Expense,young_professional,8000
01-07-2023,Personal Care,154.59,Expense,young_professional,8000
05-07-2023,Personal Care,181.46,Expense,young_professional,8000
24-07-2023,Rent,1521.71,Expense,young_professional,8000
12-07-2023,Rent,1038.27,Expense,young_professional,8000
25-07-2023,Rent,1545.76,Expense,young_professional,8000
10-08-2023,Food & Drink,431.96,Expense,young_professional,8000
17-08-2023,Food & Drink,588.72,Expense,young_professional,8000
07-08-2023,Food & Drink,695.25,Expense,young_professional,8000
02-08-2023,Food & Drink,424.45,Expense,young_professional,8000
21-08-2023,Food & Drink,581.17,Expense,young_professional,8000
11-08-2023,Entertainment,982.99,Expense,young_professional,8000
06-08-2023,Entertainment,947.77,Expense,young_professional,8000
05-08-2023,Travel,1395.48,Expense,young_professional,8000
02-08-2023,Travel,1063.49,Expense,young_professional,8000
02-08-2023,Travel,744.27,Expense,young_professional,8000
01-08-2023,Health & Fitness,472.39,Expense,young_professional,8000
06-08-2023,Health & Fitness,536.45,Expense,young_professional,8000
27-08-2023,Utilities,1302.89,Expense,young_professional,8000
07-08-2023,Utilities,1070.9,Expense,young_professional,8000
26-08-2023,Personal Care,223.83,Expense,young_professional,8000
19-08-2023,Personal Care,222.69,Expense,young_professional,8000
15-08-2023,Personal Care,228.0,Expense,young_professional,8000
04-08-2023,Personal Care,176.63,Expense,young_professional,8000
28-08-2023,Rent,518.83,Expense,young_professional,8000
09-08-2023,Rent,619.31,Expense,young_professional,8000
03-08-2023,Rent,846.9,Expense,young_professional,8000
08-08-2023,Rent,912.69,Expense,young_professional,8000
17-09-2023,Food & Drink,628.19,Expense,young_professional,8000
13-09-2023,Food & Drink,565.77,Expense,young_professional,8000
09-09-2023,Food & Drink,747.61,Expense,young_professional,8000
22-09-2023,Food & Drink,607.52,Expense,young_professional,8000
17-09-2023,Food & Drink,687.97,Expense,young_professional,8000
25-09-2023,Entertainment,248.91,Expense,young_professional,8000
22-09-2023,Entertainment,244.31,Expense,young_professional,8000
18-09-2023,Entertainment,358.19,Expense,young_professional,8000
12-09-2023,Entertainment,258.33,Expense,young_professional,8000
09-09-2023,Entertainment,289.23,Expense,young_professional,8000
19-09-2023,Travel,690.27,Expense,young_professional,8000
28-09-2023,Travel,841.01,Expense,young_professional,8000
03-09-2023,Health & Fitness,644.79,Expense,young_professional,8000
10-09-2023,Health & Fitness,613.46,Expense,young_professional,8000
06-09-2023,Utilities,552.93,Expense,young_professional,8000
06-09-2023,Utilities,841.24,Expense,young_professional,8000
25-09-2023,Utilities,540.17,Expense,young_professional,8000
01-09-2023,Personal Care,120.08,Expense,young_professional,8000
25-09-2023,Personal Care,163.39,Expense,young_professional,8000
12-09-2023,Personal Care,106.42,Expense,young_professional,8000
25-09-2023,Personal Care,143.25,Expense,young_professional,8000
14-09-2023,Rent,406.67,Expense,young_professional,8000
14-09-2023,Rent,792.47,Expense,young_professional,8000
06-09-2023,Rent,594.33,Expense,young_professional,8000
14-09-2023,Rent,656.41,Expense,young_professional,8000
18-09-2023,Rent,547.45,Expense,young_professional,8000
16-10-2023,Food & Drink,1530.97,Expense,young_professional,8000
24-10-2023,Food & Drink,1807.53,Expense,young_professional,8000
09-10-2023,Entertainment,665.78,Expense,young_professional,8000
18-10-2023,Entertainment,993.2,Expense,young_professional,8000
12-10-2023,Entertainment,466.11,Expense,young_professional,8000
22-10-2023,Travel,939.33,Expense,young_professional,8000
08-10-2023,Travel,675.61,Expense,young_professional,8000
08-10-2023,Travel,805.96,Expense,young_professional,8000
07-10-2023,Health & Fitness,506.6,Expense,young_professional,8000
01-10-2023,Health & Fitness,374.68,Expense,young_professional,8000
08-10-2023,Health & Fitness,346.56,Expense,young_professional,8000
07-10-2023,Utilities,593.52,Expense,young_professional,8000
05-10-2023,Utilities,653.5,Expense,young_professional,8000
25-10-2023,Utilities,516.63,Expense,young_professional,8000
15-10-2023,Utilities,428.67,Expense,young_professional,8000
07-10-2023,Personal Care,109.25,Expense,young_professional,8000
19-10-2023,Personal Care,210.76,Expense,young_professional,8000
08-10-2023,Personal Care,199.27,Expense,young_professional,8000
17-10-2023,Personal Care,102.45,Expense,young_professional,8000
09-10-2023,Rent,1510.84,Expense,young_professional,8000
08-10-2023,Rent,1542.16,Expense,young_professional,8000
08-11-2023,Food & Drink,1398.88,Expense,young_professional,8000
06-11-2023,Food & Drink,1417.88,Expense,young_professional,8000
01-11-2023,Food & Drink,1248.05,Expense,young_professional,8000
28-11-2023,Entertainment,1047.63,Expense,young_professional,8000
12-11-2023,Entertainment,1442.55,Expense,young_professional,8000
11-11-2023,Travel,543.54,Expense,young_professional,8000
05-11-2023,Travel,253.22,Expense,young_professional,8000
26-11-2023,Travel,551.88,Expense,young_professional,8000
26-11-2023,Travel,306.42,Expense,young_professional,8000
19-11-2023,Travel,461.38,Expense,young_professional,8000
08-11-2023,Health & Fitness,321.8,Expense,young_professional,8000
18-11-2023,Health & Fitness,262.38,Expense,young_professional,8000
03-11-2023,Health & Fitness,304.06,Expense,young_professional,8000
17-11-2023,Health & Fitness,282.59,Expense,young_professional,8000
20-11-2023,Utilities,644.42,Expense,young_professional,8000
11-11-2023,Utilities,483.43,Expense,young_professional,8000
19-11-2023,Utilities,683.47,Expense,young_professional,8000
24-11-2023,Utilities,321.12,Expense,young_professional,8000
11-11-2023,Personal Care,265.87,Expense,young_professional,8000
13-11-2023,Personal Care,261.04,Expense,young_professional,8000
15-11-2023,Personal Care,201.0,Expense,young_professional,8000
01-11-2023,Rent,1410.2,Expense,young_professional,8000
04-11-2023,Rent,2233.39,Expense,young_professional,8000
10-12-2023,Food & Drink,581.09,Expense,young_professional,8000
06-12-2023,Food & Drink,888.33,Expense,young_professional,8000
16-12-2023,Food & Drink,1032.31,Expense,young_professional,8000
13-12-2023,Food & Drink,512.86,Expense,young_professional,8000
28-12-2023,Entertainment,904.09,Expense,young_professional,8000
22-12-2023,Entertainment,1073.03,Expense,young_professional,8000
28-12-2023,Travel,544.22,Expense,young_professional,8000
14-12-2023,Travel,835.7,Expense,young_professional,8000
04-12-2023,Travel,854.74,Expense,young_professional,8000
08-12-2023,Travel,1036.04,Expense,young_professional,8000
27-12-2023,Health & Fitness,619.62,Expense,young_professional,8000
17-12-2023,Health & Fitness,703.27,Expense,young_professional,8000
05-12-2023,Utilities,738.74,Expense,young_professional,8000
21-12-2023,Utilities,1256.07,Expense,young_professional,8000
12-12-2023,Personal Care,239.3,Expense,young_professional,8000
12-12-2023,Personal Care,295.71,Expense,young_professional,8000
06-12-2023,Personal Care,240.7,Expense,young_professional,8000
22-12-2023,Rent,1107.26,Expense,young_professional,8000
05-12-2023,Rent,1013.08,Expense,young_professional,8000
13-12-2023,Rent,708.87,Expense,young_professional,8000
08-12-2023,Rent,712.39,Expense,young_professional,8000
25-01-2024,Food & Drink,792.96,Expense,young_professional,8000
01-01-2024,Food & Drink,557.76,Expense,young_professional,8000
22-01-2024,Food & Drink,593.88,Expense,young_professional,8000
09-01-2024,Food & Drink,436.44,Expense,young_professional,8000
06-01-2024,Entertainment,171.6,Expense,young_professional,8000
26-01-2024,Entertainment,195.65,Expense,young_professional,8000
01-01-2024,Entertainment,187.31,Expense,young_professional,8000
14-01-2024,Entertainment,317.37,Expense,young_professional,8000
13-01-2024,Entertainment,231.94,Expense,young_professional,8000
07-01-2024,Travel,642.81,Expense,young_professional,8000
18-01-2024,Travel,557.35,Expense,young_professional,8000
17-01-2024,Health & Fitness,849.91,Expense,young_professional,8000
14-01-2024,Health & Fitness,783.67,Expense,young_professional,8000
16-01-2024,Utilities,940.53,Expense,young_professional,8000
18-01-2024,Utilities,703.35,Expense,young_professional,8000
13-01-2024,Utilities,540.12,Expense,young_professional,8000
06-01-2024,Personal Care,97.46,Expense,young_professional,8000
03-01-2024,Personal Care,156.7,Expense,young_professional,8000
17-01-2024,Personal Care,99.7,Expense,young_professional,8000
03-01-2024,Personal Care,131.18,Expense,young_professional,8000
14-01-2024,Personal Care,186.28,Expense,young_professional,8000
26-01-2024,Rent,758.89,Expense,young_professional,8000
28-01-2024,Rent,938.21,Expense,young_professional,8000
16-01-2024,Rent,465.22,Expense,young_professional,8000
27-01-2024,Rent,705.76,Expense,young_professional,8000
09-01-2024,Rent,842.43,Expense,young_professional,8000
14-02-2024,Food & Drink,887.57,Expense,young_professional,8000
27-02-2024,Food & Drink,1238.46,Expense,young_professional,8000
02-02-2024,Entertainment,385.6,Expense,young_professional,8000
20-02-2024,Entertainment,267.96,Expense,young_professional,8000
03-02-2024,Entertainment,443.69,Expense,young_professional,8000
13-02-2024,Travel,564.76,Expense,young_professional,8000
16-02-2024,Travel,451.53,Expense,young_professional,8000
11-02-2024,Travel,331.74,Expense,young_professional,8000
24-02-2024,Health & Fitness,392.82,Expense,young_professional,8000
21-02-2024,Health & Fitness,250.9,Expense,young_professional,8000
06-02-2024,Health & Fitness,327.68,Expense,young_professional,8000
06-02-2024,Utilities,721.23,Expense,young_professional,8000
16-02-2024,Utilities,1421.64,Expense,young_professional,8000
13-02-2024,Personal Care,193.43,Expense,young_professional,8000
15-02-2024,Personal Care,119.14,Expense,young_professional,8000
19-02-2024,Personal Care,197.34,Expense,young_professional,8000
28-02-2024,Personal Care,116.02,Expense,young_professional,8000
13-02-2024,Rent,694.11,Expense,young_professional,8000
06-02-2024,Rent,978.79,Expense,young_professional,8000
28-02-2024,Rent,952.97,Expense,young_professional,8000
02-02-2024,Rent,1201.42,Expense,young_professional,8000
13-03-2024,Food & Drink,359.85,Expense,young_professional,8000
25-03-2024,Food & Drink,489.92,Expense,young_professional,8000
13-03-2024,Food & Drink,574.66,Expense,young_professional,8000
24-03-2024,Food & Drink,715.51,Expense,young_professional,8000
15-03-2024,Food & Drink,626.59,Expense,young_professional,8000
02-03-2024,Entertainment,828.72,Expense,young_professional,8000
12-03-2024,Entertainment,1108.12,Expense,young_professional,8000
14-03-2024,Travel,610.77,Expense,young_professional,8000
02-03-2024,Travel,494.1,Expense,young_professional,8000
24-03-2024,Travel,926.58,Expense,young_professional,8000
07-03-2024,Health & Fitness,746.04,Expense,young_professional,8000
12-03-2024,Health & Fitness,418.55,Expense,young_professional,8000
17-03-2024,Utilities,1126.45,Expense,young_professional,8000
18-03-2024,Utilities,660.13,Expense,young_professional,8000
06-03-2024,Personal Care,227.39,Expense,young_professional,8000
12-03-2024,Personal Care,180.34,Expense,young_professional,8000
11-03-2024,Personal Care,128.01,Expense,young_professional,8000
26-03-2024,Personal Care,230.74,Expense,young_professional,8000
14-03-2024,Rent,2304.04,Expense,young_professional,8000
06-03-2024,Rent,2019.37,Expense,young_professional,8000
11-04-2024,Food & Drink,353.19,Expense,young_professional,8000
17-04-2024,Food & Drink,690.28,Expense,young_professional,8000
21-04-2024,Food & Drink,648.41,Expense,young_professional,8000
21-04-2024,Food & Drink,459.75,Expense,young_professional,8000
27-04-2024,Food & Drink,496.02,Expense,young_professional,8000
01-04-2024,Entertainment,828.0,Expense,young_professional,8000
27-04-2024,Entertainment,556.05,Expense,young_professional,8000
20-04-2024,Travel,345.65,Expense,young_professional,8000
23-04-2024,Travel,496.2,Expense,young_professional,8000
18-04-2024,Travel,445.07,Expense,young_professional,8000
13-04-2024,Travel,559.19,Expense,young_professional,8000
23-04-2024,Travel,410.44,Expense,young_professional,8000
27-04-2024,Health & Fitness,969.65,Expense,young_professional,8000
12-04-2024,Health & Fitness,657.33,Expense,young_professional,8000
18-04-2024,Utilities,890.5,Expense,young_professional,8000
08-04-2024,Utilities,646.24,Expense,young_professional,8000
08-04-2024,Utilities,560.84,Expense,young_professional,8000
28-04-2024,Personal Care,156.4,Expense,young_professional,8000
01-04-2024,Personal Care,143.77,Expense,young_professional,8000
11-04-2024,Personal Care,194.66,Expense,young_professional,8000
26-04-2024,Personal Care,93.95,Expense,young_professional,8000
13-04-2024,Personal Care,153.72,Expense,young_professional,8000
26-04-2024,Rent,1553.76,Expense,young_professional,8000
04-04-2024,Rent,853.97,Expense,young_professional,8000
10-04-2024,Rent,790.26,Expense,young_professional,8000
09-05-2024,Food & Drink,526.72,Expense,young_professional,8000
18-05-2024,Food & Drink,514.74,Expense,young_professional,8000
12-05-2024,Food & Drink,820.71,Expense,young_professional,8000
04-05-2024,Food & Drink,929.49,Expense,young_professional,8000
25-05-2024,Entertainment,269.44,Expense,young_professional,8000
16-05-2024,Entertainment,228.94,Expense,young_professional,8000
01-05-2024,Entertainment,363.34,Expense,young_professional,8000
04-05-2024,Entertainment,371.4,Expense,young_professional,8000
10-05-2024,Entertainment,382.5,Expense,young_professional,8000
22-05-2024,Travel,305.33,Expense,young_professional,8000
15-05-2024,Travel,419.78,Expense,young_professional,8000
06-05-2024,Travel,330.23,Expense,young_professional,8000
27-05-2024,Travel,545.53,Expense,young_professional,8000
16-05-2024,Travel,563.13,Expense,young_professional,8000
12-05-2024,Health & Fitness,764.15,Expense,young_professional,8000
24-05-2024,Health & Fitness,848.87,Expense,young_professional,8000
13-05-2024,Utilities,992.84,Expense,young_professional,8000
03-05-2024,Utilities,429.83,Expense,young_professional,8000
21-05-2024,Utilities,714.19,Expense,young_professional,8000
28-05-2024,Personal Care,348.64,Expense,young_professional,8000
24-05-2024,Personal Care,262.27,Expense,young_professional,8000
13-05-2024,Rent,985.98,Expense,young_professional,8000
04-05-2024,Rent,1182.96,Expense,young_professional,8000
22-05-2024,Rent,901.3,Expense,young_professional,8000
23-05-2024,Rent,1232.5,Expense,young_professional,8000
19-06-2024,Food & Drink,472.84,Expense,young_professional,8000
02-06-2024,Food & Drink,548.54,Expense,young_professional,8000
25-06-2024,Food & Drink,546.23,Expense,young_professional,8000
24-06-2024,Food & Drink,946.68,Expense,young_professional,8000
23-06-2024,Entertainment,656.87,Expense,young_professional,8000
22-06-2024,Entertainment,528.14,Expense,young_professional,8000
28-06-2024,Entertainment,370.64,Expense,young_professional,8000
18-06-2024,Travel,1019.41,Expense,young_professional,8000
09-06-2024,Travel,742.06,Expense,young_professional,8000
02-06-2024,Travel,1476.0,Expense,young_professional,8000
02-06-2024,Health & Fitness,394.7,Expense,young_professional,8000
18-06-2024,Health & Fitness,478.84,Expense,young_professional,8000
18-06-2024,Health & Fitness,485.58,Expense,young_professional,8000
02-06-2024,Utilities,701.41,Expense,young_professional,8000
20-06-2024,Utilities,436.86,Expense,young_professional,8000
02-06-2024,Utilities,751.45,Expense,young_professional,8000
09-06-2024,Utilities,446.23,Expense,young_professional,8000
28-06-2024,Personal Care,293.91,Expense,young_professional,8000
05-06-2024,Personal Care,279.2,Expense,young_professional,8000
01-06-2024,Personal Care,248.68,Expense,young_professional,8000
03-06-2024,Rent,852.23,Expense,young_professional,8000
28-06-2024,Rent,659.49,Expense,young_professional,8000
02-06-2024,Rent,990.5,Expense,young_professional,8000
22-06-2024,Rent,636.64,Expense,young_professional,8000
01-06-2024,Rent,646.34,Expense,young_professional,8000
12-07-2024,Food & Drink,689.26,Expense,young_professional,8000
13-07-2024,Food & Drink,485.85,Expense,young_professional,8000
04-07-2024,Food & Drink,628.35,Expense,young_professional,8000
06-07-2024,Food & Drink,738.88,Expense,young_professional,8000
01-07-2024,Food & Drink,408.99,Expense,young_professional,8000
15-07-2024,Entertainment,577.27,Expense,young_professional,8000
15-07-2024,Entertainment,749.9,Expense,young_professional,8000
08-07-2024,Entertainment,362.45,Expense,young_professional,8000
15-07-2024,Travel,747.16,Expense,young_professional,8000
15-07-2024,Travel,576.5,Expense,young_professional,8000
04-07-2024,Travel,764.21,Expense,young_professional,8000
20-07-2024,Travel,511.6,Expense,young_professional,8000
03-07-2024,Travel,566.82,Expense,young_professional,8000
20-07-2024,Health & Fitness,396.52,Expense,young_professional,8000
02-07-2024,Health & Fitness,349.5,Expense,young_professional,8000
10-07-2024,Health & Fitness,225.7,Expense,young_professional,8000
03-07-2024,Health & Fitness,267.66,Expense,young_professional,8000
21-07-2024,Utilities,747.46,Expense,young_professional,8000
27-07-2024,Utilities,562.45,Expense,young_professional,8000
21-07-2024,Utilities,493.39,Expense,young_professional,8000
02-07-2024,Personal Care,405.14,Expense,young_professional,8000
08-07-2024,Personal Care,478.24,Expense,young_professional,8000
10-07-2024,Rent,437.99,Expense,young_professional,8000
11-07-2024,Rent,837.31,Expense,young_professional,8000
12-07-2024,Rent,970.04,Expense,young_professional,8000
12-07-2024,Rent,557.16,Expense,young_professional,8000
28-07-2024,Rent,720.72,Expense,young_professional,8000
20-08-2024,Food & Drink,805.6,Expense,young_professional,8000
10-08-2024,Food & Drink,447.81,Expense,young_professional,8000
04-08-2024,Food & Drink,506.35,Expense,young_professional,8000
14-08-2024,Food & Drink,518.83,Expense,young_professional,8000
02-08-2024,Food & Drink,518.97,Expense,young_professional,8000
04-08-2024,Entertainment,432.33,Expense,young_professional,8000
25-08-2024,Entertainment,398.81,Expense,young_professional,8000
25-08-2024,Entertainment,474.99,Expense,young_professional,8000
12-08-2024,Entertainment,393.46,Expense,young_professional,8000
02-08-2024,Entertainment,338.68,Expense,young_professional,8000
13-08-2024,Travel,736.45,Expense,young_professional,8000
23-08-2024,Travel,758.9,Expense,young_professional,8000
02-08-2024,Travel,455.61,Expense,young_professional,8000
08-08-2024,Travel,869.74,Expense,young_professional,8000
03-08-2024,Travel,466.5,Expense,young_professional,8000
06-08-2024,Health & Fitness,280.55,Expense,young_professional,8000
27-08-2024,Health & Fitness,425.53,Expense,young_professional,8000
09-08-2024,Health & Fitness,304.27,Expense,young_professional,8000
13-08-2024,Utilities,886.44,Expense,young_professional,8000
15-08-2024,Utilities,1500.57,Expense,young_professional,8000
16-08-2024,Personal Care,264.42,Expense,young_professional,8000
28-08-2024,Personal Care,256.25,Expense,young_professional,8000
12-08-2024,Personal Care,194.08,Expense,young_professional,8000
02-08-2024,Rent,1680.92,Expense,young_professional,8000
14-08-2024,Rent,1888.63,Expense,young_professional,8000
10-09-2024,Food & Drink,1643.52,Expense,young_professional,8000
01-09-2024,Food & Drink,1020.34,Expense,young_professional,8000
08-09-2024,Entertainment,757.97,Expense,young_professional,8000
21-09-2024,Entertainment,1185.74,Expense,young_professional,8000
12-09-2024,Travel,408.44,Expense,young_professional,8000
25-09-2024,Travel,715.82,Expense,young_professional,8000
27-09-2024,Travel,625.46,Expense,young_professional,8000
16-09-2024,Travel,410.63,Expense,young_professional,8000
01-09-2024,Health & Fitness,300.68,Expense,young_professional,8000
18-09-2024,Health & Fitness,206.37,Expense,young_professional,8000
25-09-2024,Health & Fitness,196.42,Expense,young_professional,8000
08-09-2024,Health & Fitness,239.43,Expense,young_professional,8000
09-09-2024,Utilities,352.92,Expense,young_professional,8000
09-09-2024,Utilities,439.98,Expense,young_professional,8000
27-09-2024,Utilities,547.36,Expense,young_professional,8000
28-09-2024,Utilities,746.74,Expense,young_professional,8000
21-09-2024,Personal Care,137.3,Expense,young_professional,8000
20-09-2024,Personal Care,167.15,Expense,young_professional,8000
04-09-2024,Personal Care,253.65,Expense,young_professional,8000
02-09-2024,Personal Care,140.15,Expense,young_professional,8000
11-09-2024,Rent,1333.38,Expense,young_professional,8000
26-09-2024,Rent,1232.75,Expense,young_professional,8000
07-09-2024,Rent,934.51,Expense,young_professional,8000
24-10-2024,Food & Drink,926.56,Expense,young_professional,8000
14-10-2024,Food & Drink,512.83,Expense,young_professional,8000
05-10-2024,Food & Drink,674.06,Expense,young_professional,8000
26-10-2024,Food & Drink,746.96,Expense,young_professional,8000
24-10-2024,Food & Drink,840.66,Expense,young_professional,8000
02-10-2024,Entertainment,385.01,Expense,young_professional,8000
17-10-2024,Entertainment,596.9,Expense,young_professional,8000
08-10-2024,Entertainment,539.15,Expense,young_professional,8000
12-10-2024,Entertainment,555.85,Expense,young_professional,8000
11-10-2024,Entertainment,648.45,Expense,young_professional,8000
02-10-2024,Travel,580.14,Expense,young_professional,8000
16-10-2024,Travel,397.56,Expense,young_professional,8000
12-10-2024,Travel,342.19,Expense,young_professional,8000
19-10-2024,Travel,369.27,Expense,young_professional,8000
13-10-2024,Health & Fitness,229.08,Expense,young_professional,8000
20-10-2024,Health & Fitness,319.94,Expense,young_professional,8000
24-10-2024,Health & Fitness,290.94,Expense,young_professional,8000
08-10-2024,Health & Fitness,284.13,Expense,young_professional,8000
23-10-2024,Utilities,281.04,Expense,young_professional,8000
04-10-2024,Utilities,463.52,Expense,young_professional,8000
02-10-2024,Utilities,504.48,Expense,young_professional,8000
28-10-2024,Utilities,359.65,Expense,young_professional,8000
18-10-2024,Utilities,456.33,Expense,young_professional,8000
20-10-2024,Personal Care,302.19,Expense,young_professional,8000
08-10-2024,Personal Care,270.68,Expense,young_professional,8000
05-10-2024,Personal Care,341.38,Expense,young_professional,8000
10-10-2024,Rent,1003.4,Expense,young_professional,8000
27-10-2024,Rent,1140.27,Expense,young_professional,8000
09-10-2024,Rent,827.2,Expense,young_professional,8000
28-11-2024,Food & Drink,499.59,Expense,young_professional,8000
21-11-2024,Food & Drink,456.19,Expense,young_professional,8000
13-11-2024,Food & Drink,621.78,Expense,young_professional,8000
28-11-2024,Food & Drink,743.21,Expense,young_professional,8000
01-11-2024,Food & Drink,752.59,Expense,young_professional,8000
